name,fips,cases
Texas,48127.0,6235.0
Virginia,51053.0,7533.0
District of Columbia,11001.0,178226.0
North Dakota,38023.0,605.0
Florida,12029.0,4934.0
Nebraska,31051.0,1412.0
West Virginia,54017.0,2510.0
Georgia,13091.0,5967.0
Minnesota,27039.0,6758.0
Nebraska,31053.0,12120.0
Wisconsin,55027.0,33157.0
Colorado,8033.0,424.0
Kansas,20043.0,2857.0
Texas,48129.0,1277.0
Georgia,13093.0,2865.0
Wisconsin,55029.0,8815.0
Puerto Rico,72051.0,13038.0
Maryland,24019.0,9588.0
South Carolina,45035.0,71532.0
Georgia,13095.0,24655.0
Colorado,8035.0,101264.0
Georgia,13097.0,43605.0
Illinois,17041.0,7961.0
Kansas,20045.0,34515.0
Minnesota,27041.0,13486.0
Missouri,29067.0,3070.0
Nebraska,31055.0,182403.0
Nevada,32005.0,8826.0
Oregon,41019.0,26143.0
South Dakota,46043.0,842.0
Washington,53017.0,13386.0
Wisconsin,55031.0,14516.0
New Mexico,35013.0,77316.0
Arkansas,5043.0,5645.0
Illinois,17043.0,291016.0
Indiana,18037.0,15130.0
Iowa,19061.0,31111.0
Utah,49013.0,5107.0
Massachusetts,25007.0,4384.0
Nebraska,31057.0,414.0
Missouri,29069.0,9740.0
North Dakota,38025.0,1202.0
Wisconsin,55033.0,15658.0
North Carolina,37061.0,21003.0
North Carolina,37063.0,103643.0
New York,36027.0,85668.0
Florida,12031.0,317809.0
Texas,48131.0,4443.0
Tennessee,47045.0,15841.0
Colorado,8037.0,18880.0
Georgia,13099.0,3156.0
Louisiana,22033.0,145186.0
Louisiana,22035.0,3374.0
Louisiana,22037.0,8382.0
Texas,48133.0,3405.0
Michigan,26045.0,35250.0
Wisconsin,55035.0,36793.0
Georgia,13101.0,1057.0
Texas,48135.0,46056.0
New Mexico,35015.0,19301.0
North Dakota,38027.0,896.0
Illinois,17045.0,6698.0
North Carolina,37065.0,17643.0
South Carolina,45037.0,8434.0
Kentucky,21061.0,3307.0
South Dakota,46045.0,1073.0
Illinois,17047.0,2135.0
Kansas,20047.0,682.0
Texas,48137.0,560.0
Georgia,13103.0,16467.0
Illinois,17049.0,12877.0
California,6017.0,39270.0
Colorado,8041.0,238168.0
Texas,48141.0,244008.0
Colorado,8039.0,5852.0
Georgia,13105.0,5347.0
Kansas,20049.0,702.0
Pennsylvania,42047.0,8665.0
Indiana,18039.0,61536.0
Nevada,32007.0,12955.0
Kentucky,21063.0,3713.0
Kansas,20051.0,8455.0
Oklahoma,40045.0,1026.0
Texas,48139.0,57700.0
Kansas,20053.0,2470.0
Alabama,1051.0,29896.0
Idaho,16039.0,9165.0
Georgia,13107.0,6801.0
Utah,49015.0,2970.0
Iowa,19063.0,2707.0
Michigan,26047.0,7640.0
North Dakota,38029.0,841.0
Virginia,51595.0,1665.0
Texas,48143.0,9900.0
New York,36029.0,272312.0
Ohio,39043.0,25105.0
Pennsylvania,42049.0,72513.0
Alabama,1053.0,12432.0
Florida,12033.0,94491.0
Nevada,32009.0,124.0
Massachusetts,25009.0,257547.0
New Jersey,34013.0,292490.0
New York,36031.0,7886.0
Vermont,50009.0,1466.0
Virginia,51057.0,2841.0
Kentucky,21065.0,5314.0
Alabama,1055.0,34266.0
Nevada,32011.0,192.0
Louisiana,22039.0,10311.0
Georgia,13109.0,2852.0
Alaska,2090.0,33564.0
Virginia,51059.0,262100.0
Virginia,51600.0,2755.0
Connecticut,9001.0,264808.0
Ohio,39045.0,47583.0
South Carolina,45039.0,7724.0
Puerto Rico,72053.0,10173.0
South Dakota,46047.0,2511.0
Montana,30025.0,799.0
Texas,48145.0,4334.0
Virginia,51610.0,3519.0
Georgia,13111.0,5806.0
Texas,48147.0,8188.0
Minnesota,27043.0,4492.0
South Dakota,46049.0,713.0
Arkansas,5045.0,43060.0
Virginia,51061.0,16672.0
Alabama,1057.0,5900.0
Georgia,13113.0,29772.0
Illinois,17051.0,8776.0
Indiana,18041.0,8396.0
Iowa,19065.0,4977.0
Kentucky,21067.0,123470.0
Ohio,39047.0,9442.0
Pennsylvania,42051.0,39194.0
Tennessee,47047.0,14284.0
Texas,48149.0,5305.0
West Virginia,54019.0,17021.0
Tennessee,47049.0,7135.0
Montana,30027.0,2979.0
Washington,53019.0,1849.0
Minnesota,27045.0,5915.0
Nebraska,31059.0,1321.0
Kansas,20055.0,13480.0
Texas,48151.0,706.0
Florida,12035.0,28937.0
Montana,30029.0,33915.0
Kentucky,21069.0,5013.0
South Carolina,45041.0,50632.0
Wisconsin,55037.0,1353.0
Puerto Rico,72054.0,5100.0
Georgia,13115.0,32338.0
Indiana,18043.0,24308.0
Iowa,19067.0,4193.0
Kentucky,21071.0,17028.0
Texas,48153.0,2190.0
Virginia,51063.0,3724.0
Virginia,51065.0,6917.0
Texas,48155.0,237.0
Wisconsin,55039.0,39435.0
Illinois,17053.0,5533.0
Kansas,20057.0,12533.0
Pennsylvania,42053.0,2553.0
Wisconsin,55041.0,3381.0
Mississippi,28035.0,27583.0
Georgia,13117.0,68242.0
North Carolina,37067.0,125979.0
Texas,48157.0,254369.0
North Dakota,38031.0,1173.0
Indiana,18045.0,6428.0
Alabama,1059.0,12078.0
Arkansas,5047.0,4494.0
Florida,12037.0,3550.0
Georgia,13119.0,6267.0
Idaho,16041.0,2597.0
Illinois,17055.0,15501.0
Indiana,18047.0,5209.0
Iowa,19069.0,2969.0
Kansas,20059.0,8258.0
Kentucky,21073.0,18657.0
Louisiana,22041.0,8899.0
Maine,23007.0,7356.0
Massachusetts,25011.0,14772.0
Mississippi,28037.0,2376.0
Missouri,29071.0,31552.0
Nebraska,31061.0,510.0
New York,36033.0,12326.0
North Carolina,37069.0,26536.0
Ohio,39049.0,368131.0
Pennsylvania,42055.0,51763.0
Tennessee,47051.0,16286.0
Texas,48159.0,2652.0
Vermont,50011.0,11795.0
Virginia,51067.0,14170.0
Washington,53021.0,36948.0
Virginia,51620.0,2679.0
Maryland,24021.0,58707.0
Virginia,51069.0,26831.0
Virginia,51630.0,7279.0
Minnesota,27047.0,10589.0
Texas,48161.0,4086.0
Colorado,8043.0,18907.0
Idaho,16043.0,2416.0
Iowa,19071.0,1648.0
Wyoming,56013.0,16923.0
California,6019.0,330667.0
Texas,48163.0,7959.0
Nebraska,31063.0,624.0
Arkansas,5049.0,3112.0
Georgia,13121.0,277539.0
Illinois,17057.0,12833.0
Indiana,18049.0,5779.0
Kentucky,21075.0,1484.0
New York,36035.0,16803.0
Ohio,39051.0,12711.0
Pennsylvania,42057.0,5072.0
Nebraska,31065.0,1333.0
Florida,12039.0,17841.0
Nebraska,31067.0,4658.0
Texas,48165.0,1725.0
Virginia,51640.0,3308.0
Illinois,17059.0,1859.0
Kentucky,21077.0,2819.0
Montana,30031.0,41962.0
Ohio,39053.0,10522.0
Texas,48167.0,115929.0
Nebraska,31069.0,489.0
Colorado,8045.0,18079.0
Montana,30033.0,251.0
Nebraska,31071.0,498.0
Oklahoma,40047.0,18185.0
Utah,49017.0,1117.0
Washington,53023.0,507.0
Arkansas,5051.0,27112.0
Kentucky,21079.0,6058.0
Maryland,24023.0,7241.0
Oklahoma,40049.0,8690.0
Texas,48169.0,1342.0
Missouri,29073.0,4104.0
North Carolina,37071.0,82129.0
North Carolina,37073.0,2457.0
Kansas,20061.0,11490.0
Ohio,39055.0,20654.0
Idaho,16045.0,4275.0
Michigan,26049.0,125815.0
New York,36037.0,16809.0
Alabama,1061.0,7979.0
Missouri,29075.0,2694.0
Mississippi,28039.0,8789.0
South Carolina,45043.0,19858.0
Indiana,18051.0,14382.0
Tennessee,47053.0,22059.0
Arizona,4007.0,21454.0
Florida,12041.0,5658.0
Tennessee,47055.0,11557.0
Virginia,51071.0,5304.0
Texas,48171.0,6202.0
Oregon,41021.0,324.0
Georgia,13123.0,8340.0
West Virginia,54021.0,2556.0
Colorado,8047.0,1177.0
Montana,30035.0,4766.0
Florida,12043.0,2307.0
Michigan,26051.0,6833.0
Georgia,13125.0,731.0
Texas,48173.0,246.0
California,6021.0,7830.0
New Jersey,34015.0,91925.0
Virginia,51073.0,9664.0
Georgia,13127.0,27344.0
Michigan,26053.0,4360.0
Montana,30037.0,178.0
North Dakota,38033.0,517.0
Texas,48175.0,1758.0
Texas,48177.0,5252.0
Virginia,51075.0,5801.0
Minnesota,27049.0,15650.0
Idaho,16047.0,3942.0
Georgia,13129.0,19917.0
Wyoming,56015.0,4610.0
Nebraska,31073.0,453.0
Kansas,20063.0,970.0
Georgia,13131.0,6884.0
Oklahoma,40051.0,16995.0
New Hampshire,33009.0,23409.0
Arizona,4009.0,14141.0
Kansas,20065.0,760.0
North Carolina,37075.0,2983.0
Tennessee,47057.0,8313.0
Colorado,8049.0,4069.0
Utah,49019.0,2806.0
North Dakota,38035.0,27135.0
Vermont,50013.0,1303.0
Michigan,26055.0,21638.0
Montana,30039.0,672.0
Arkansas,5053.0,5258.0
Indiana,18053.0,21069.0
Kansas,20067.0,2781.0
Kentucky,21081.0,10033.0
Louisiana,22043.0,7566.0
Minnesota,27051.0,1826.0
Nebraska,31075.0,114.0
New Mexico,35017.0,9928.0
North Dakota,38037.0,557.0
Oklahoma,40053.0,1248.0
Oregon,41023.0,2260.0
South Dakota,46051.0,2436.0
Washington,53025.0,33011.0
West Virginia,54023.0,4861.0
Wisconsin,55043.0,15587.0
North Carolina,37077.0,19678.0
Michigan,26057.0,16024.0
Kentucky,21083.0,13697.0
Kansas,20069.0,1432.0
Texas,48179.0,6748.0
Washington,53027.0,20579.0
Kentucky,21085.0,10089.0
Texas,48181.0,32155.0
Virginia,51077.0,5671.0
Kansas,20071.0,391.0
Nebraska,31077.0,472.0
Kentucky,21087.0,4871.0
Wisconsin,55045.0,11724.0
Wisconsin,55047.0,6425.0
West Virginia,54025.0,12963.0
Alabama,1063.0,2320.0
Arkansas,5055.0,19820.0
Georgia,13133.0,4773.0
Illinois,17061.0,4286.0
Indiana,18055.0,9137.0
Iowa,19073.0,2054.0
Mississippi,28041.0,3909.0
Missouri,29077.0,85256.0
New York,36039.0,11171.0
North Carolina,37079.0,7217.0
Ohio,39057.0,48685.0
Pennsylvania,42059.0,10752.0
Tennessee,47059.0,28064.0
Virginia,51079.0,5095.0
Arizona,4011.0,2735.0
Virginia,51081.0,3918.0
Kentucky,21089.0,16884.0
South Carolina,45045.0,207544.0
Kansas,20073.0,2226.0
South Carolina,45047.0,26984.0
Oklahoma,40055.0,1597.0
Texas,48183.0,22479.0
South Dakota,46053.0,1223.0
Mississippi,28043.0,6459.0
North Dakota,38039.0,679.0
Texas,48185.0,9524.0
Illinois,17063.0,16407.0
Iowa,19075.0,3066.0
Missouri,29079.0,3152.0
Tennessee,47061.0,4646.0
New Mexico,35019.0,1751.0
Texas,48187.0,44822.0
Puerto Rico,72055.0,4062.0
Puerto Rico,72057.0,12542.0
Puerto Rico,72059.0,6116.0
Puerto Rico,72061.0,31514.0
Ohio,39059.0,13709.0
North Carolina,37081.0,161206.0
Florida,12045.0,5026.0
Colorado,8051.0,3971.0
Puerto Rico,72063.0,15248.0
Iowa,19077.0,2782.0
Georgia,13135.0,258304.0
South Dakota,46055.0,533.0
Georgia,13137.0,11631.0
Alaska,2100.0,802.0
Alabama,1065.0,5742.0
Texas,48189.0,7278.0
North Carolina,37083.0,18942.0
Virginia,51083.0,9696.0
Georgia,13139.0,64835.0
Nebraska,31079.0,19712.0
Texas,48191.0,1221.0
Tennessee,47063.0,24807.0
Florida,12047.0,4567.0
Illinois,17065.0,2679.0
Indiana,18057.0,97074.0
Iowa,19079.0,4008.0
Kansas,20075.0,553.0
Nebraska,31081.0,2876.0
New York,36041.0,1112.0
Ohio,39061.0,238972.0
Tennessee,47065.0,122361.0
Texas,48193.0,2059.0
South Dakota,46057.0,1817.0
Massachusetts,25013.0,172434.0
Massachusetts,25015.0,39845.0
West Virginia,54027.0,7366.0
South Carolina,45049.0,6085.0
Virginia,51650.0,38832.0
Georgia,13141.0,1955.0
Illinois,17067.0,5409.0
Indiana,18059.0,25265.0
Iowa,19081.0,3291.0
Kentucky,21091.0,3164.0
Maine,23009.0,10274.0
Mississippi,28045.0,15005.0
Ohio,39063.0,21540.0
Tennessee,47067.0,2648.0
West Virginia,54029.0,8507.0
South Dakota,46059.0,683.0
Virginia,51085.0,29147.0
Texas,48195.0,2246.0
South Dakota,46061.0,752.0
Georgia,13143.0,6346.0
Florida,12049.0,10367.0
Tennessee,47069.0,9550.0
Texas,48197.0,642.0
Illinois,17069.0,1449.0
Iowa,19083.0,5084.0
Kentucky,21093.0,43916.0
Ohio,39065.0,8870.0
Tennessee,47071.0,10965.0
Texas,48199.0,15255.0
New Mexico,35021.0,104.0
South Dakota,46063.0,222.0
West Virginia,54031.0,5753.0
Maryland,24025.0,50308.0
Kentucky,21095.0,12854.0
Nebraska,31083.0,397.0
Oklahoma,40057.0,918.0
North Carolina,37085.0,42879.0
Oregon,41025.0,1973.0
Kansas,20077.0,1926.0
Oklahoma,40059.0,838.0
Georgia,13145.0,7136.0
Texas,48201.0,1312744.0
Indiana,18061.0,13420.0
Iowa,19085.0,3853.0
Kentucky,21097.0,8553.0
Mississippi,28047.0,66227.0
Missouri,29081.0,2474.0
Ohio,39067.0,4180.0
Texas,48203.0,15629.0
West Virginia,54033.0,26301.0
Virginia,51660.0,15315.0
Georgia,13147.0,5669.0
Kentucky,21099.0,6942.0
Connecticut,9003.0,237616.0
Texas,48205.0,1286.0
Kansas,20079.0,11986.0
Kansas,20081.0,1138.0
Oklahoma,40061.0,3385.0
Texas,48207.0,1128.0
Puerto Rico,72065.0,12351.0
Hawaii,15001.0,42786.0
Tennessee,47073.0,21807.0
Nebraska,31085.0,109.0
Texas,48209.0,78958.0
North Carolina,37087.0,17256.0
Tennessee,47075.0,8096.0
Georgia,13149.0,2594.0
Texas,48211.0,1419.0
Arkansas,5057.0,5645.0
Illinois,17071.0,1577.0
Kentucky,21101.0,17734.0
North Carolina,37089.0,33445.0
Tennessee,47077.0,11196.0
Texas,48213.0,17716.0
Indiana,18063.0,47865.0
Florida,12051.0,13826.0
Minnesota,27053.0,387288.0
Virginia,51087.0,91949.0
Alabama,1067.0,5879.0
Georgia,13151.0,72242.0
Illinois,17073.0,16020.0
Indiana,18065.0,16257.0
Iowa,19087.0,6531.0
Kentucky,21103.0,6420.0
Missouri,29083.0,7086.0
Ohio,39069.0,7933.0
Tennessee,47079.0,10265.0
Virginia,51089.0,16076.0
New York,36043.0,17662.0
Florida,12053.0,53794.0
North Carolina,37091.0,6402.0
North Dakota,38041.0,959.0
Kentucky,21105.0,1114.0
Tennessee,47081.0,8578.0
Missouri,29085.0,2421.0
New Mexico,35023.0,1349.0
Texas,48215.0,266450.0
Ohio,39071.0,13536.0
Virginia,51091.0,496.0
Florida,12055.0,30726.0
Montana,30041.0,5416.0
Texas,48217.0,9435.0
Florida,12057.0,479357.0
New Hampshire,33011.0,121916.0
Michigan,26059.0,12822.0
Mississippi,28049.0,68193.0
Colorado,8053.0,162.0
Nebraska,31087.0,637.0
Ohio,39073.0,8700.0
Texas,48219.0,8762.0
Kansas,20083.0,511.0
North Carolina,37093.0,19600.0
Florida,12059.0,6351.0
Mississippi,28051.0,5252.0
Ohio,39075.0,5883.0
Missouri,29087.0,1316.0
Nebraska,31089.0,2620.0
Hawaii,15003.0,264809.0
Texas,48221.0,14842.0
Oregon,41027.0,4705.0
Nebraska,31091.0,129.0
Virginia,51670.0,7865.0
Kentucky,21107.0,19856.0
Texas,48223.0,8627.0
Puerto Rico,72067.0,5213.0
South Carolina,45051.0,121305.0
Arkansas,5059.0,13067.0
Wyoming,56017.0,1443.0
Michigan,26061.0,9629.0
Alabama,1069.0,32753.0
Georgia,13153.0,49597.0
Minnesota,27055.0,5508.0
Tennessee,47083.0,3067.0
Texas,48225.0,4889.0
Arkansas,5061.0,4660.0
Indiana,18067.0,30097.0
Iowa,19089.0,2336.0
Maryland,24027.0,64431.0
Missouri,29089.0,2980.0
Nebraska,31093.0,1351.0
Texas,48227.0,8327.0
Missouri,29091.0,11037.0
Minnesota,27057.0,6146.0
New Jersey,34017.0,239195.0
Texas,48229.0,1364.0
Colorado,8055.0,1779.0
Oklahoma,40063.0,3133.0
South Dakota,46065.0,5131.0
Puerto Rico,72069.0,17885.0
California,6023.0,29376.0
Iowa,19091.0,3091.0
Nevada,32013.0,2806.0
Mississippi,28053.0,2408.0
Tennessee,47085.0,6191.0
Texas,48231.0,20166.0
New Jersey,34019.0,34796.0
Pennsylvania,42061.0,13921.0
Indiana,18069.0,14395.0
Michigan,26063.0,9797.0
Ohio,39077.0,18053.0
South Dakota,46067.0,2057.0
Texas,48233.0,6780.0
North Carolina,37095.0,1708.0
South Dakota,46069.0,366.0
Louisiana,22045.0,24051.0
Louisiana,22047.0,11749.0
Iowa,19093.0,2168.0
Idaho,16049.0,3621.0
California,6025.0,89703.0
Arkansas,5063.0,12812.0
Florida,12061.0,42690.0
Pennsylvania,42063.0,22031.0
Michigan,26065.0,85274.0
California,6027.0,6090.0
Michigan,26067.0,23106.0
Michigan,26069.0,5724.0
Iowa,19095.0,4342.0
Wisconsin,55049.0,6926.0
North Carolina,37097.0,62048.0
Texas,48235.0,624.0
Michigan,26071.0,3642.0
Missouri,29093.0,2700.0
Utah,49021.0,16652.0
Wisconsin,55051.0,1833.0
Illinois,17075.0,8907.0
Georgia,13155.0,2250.0
Puerto Rico,72071.0,14594.0
Michigan,26073.0,18056.0
Minnesota,27059.0,11774.0
Washington,53029.0,13917.0
Virginia,51093.0,9245.0
Mississippi,28055.0,307.0
Minnesota,27061.0,13692.0
Mississippi,28057.0,9472.0
Arkansas,5065.0,4730.0
Texas,48237.0,1693.0
Alabama,1071.0,18419.0
Arkansas,5067.0,7291.0
Colorado,8057.0,196.0
Florida,12063.0,18291.0
Georgia,13157.0,25060.0
Illinois,17077.0,20278.0
Indiana,18071.0,15192.0
Iowa,19097.0,5566.0
Kansas,20085.0,4652.0
Kentucky,21109.0,5247.0
Louisiana,22049.0,5627.0
Michigan,26075.0,55849.0
Minnesota,27063.0,2684.0
Mississippi,28059.0,46011.0
Missouri,29095.0,118555.0
North Carolina,37099.0,12225.0
Ohio,39079.0,11873.0
Oklahoma,40065.0,8304.0
Oregon,41029.0,54796.0
South Dakota,46071.0,752.0
Tennessee,47087.0,3913.0
Texas,48239.0,3884.0
West Virginia,54035.0,8895.0
Wisconsin,55053.0,6970.0
Virginia,51095.0,21340.0
Georgia,13159.0,3804.0
Illinois,17079.0,3235.0
Indiana,18073.0,11096.0
Iowa,19099.0,10492.0
Mississippi,28061.0,6162.0
Missouri,29097.0,24460.0
South Carolina,45053.0,7315.0
Texas,48241.0,9338.0
Indiana,18075.0,5916.0
Puerto Rico,72073.0,5899.0
Georgia,13161.0,4361.0
Texas,48243.0,278.0
Alabama,1073.0,239299.0
Arkansas,5069.0,22384.0
Colorado,8059.0,161298.0
Florida,12065.0,5034.0
Georgia,13163.0,4264.0
Idaho,16051.0,6876.0
Illinois,17081.0,13657.0
Indiana,18077.0,11258.0
Iowa,19101.0,4443.0
Kansas,20087.0,5780.0
Kentucky,21111.0,284727.0
Louisiana,22051.0,142848.0
Mississippi,28063.0,1796.0
Missouri,29099.0,68038.0
Montana,30043.0,3157.0
Nebraska,31095.0,1436.0
New York,36045.0,27580.0
Ohio,39081.0,18880.0
Oklahoma,40067.0,1598.0
Oregon,41031.0,9081.0
Pennsylvania,42065.0,11316.0
Tennessee,47089.0,19887.0
Texas,48245.0,64934.0
Washington,53031.0,4969.0
West Virginia,54037.0,18726.0
Wisconsin,55055.0,27024.0
Louisiana,22053.0,8227.0
Mississippi,28065.0,3680.0
Georgia,13165.0,1797.0
Indiana,18079.0,8178.0
South Dakota,46073.0,490.0
Idaho,16053.0,7149.0
Illinois,17083.0,7915.0
Kentucky,21113.0,19216.0
Kansas,20089.0,955.0
Texas,48247.0,3773.0
Texas,48249.0,14543.0
Illinois,17085.0,5224.0
Arkansas,5071.0,8209.0
Georgia,13167.0,2653.0
Illinois,17087.0,5594.0
Indiana,18081.0,51093.0
Iowa,19103.0,45144.0
Kansas,20091.0,178806.0
Kentucky,21115.0,9130.0
Missouri,29101.0,14759.0
Nebraska,31097.0,955.0
Tennessee,47091.0,6134.0
Texas,48251.0,52642.0
Wyoming,56019.0,2388.0
North Carolina,37101.0,76069.0
Oklahoma,40069.0,3962.0
Georgia,13169.0,6057.0
Iowa,19105.0,6484.0
Mississippi,28067.0,26547.0
North Carolina,37103.0,2926.0
South Dakota,46075.0,195.0
Texas,48253.0,6162.0
Missouri,,16541.0
Oregon,41033.0,21048.0
Utah,49023.0,3302.0
Puerto Rico,72075.0,15097.0
Montana,30045.0,285.0
Puerto Rico,72077.0,13285.0
Wisconsin,55057.0,9460.0
Alaska,2110.0,11980.0
Pennsylvania,42067.0,5753.0
Michigan,26077.0,76071.0
Hawaii,15005.0,1.0
Michigan,26079.0,4537.0
Minnesota,27065.0,4374.0
West Virginia,54039.0,59468.0
Minnesota,27067.0,15993.0
Illinois,17089.0,166795.0
Utah,49025.0,1616.0
Illinois,17091.0,36916.0
Missouri,,140174.0
Texas,48255.0,6524.0
Hawaii,15007.0,19215.0
Texas,48257.0,42192.0
Oklahoma,40071.0,15779.0
Nebraska,31099.0,1431.0
Kansas,20093.0,1382.0
Nebraska,31101.0,1818.0
Mississippi,28069.0,2657.0
Alaska,2122.0,22581.0
Illinois,17093.0,41956.0
Texas,48259.0,9933.0
Texas,48261.0,104.0
Maine,23011.0,30348.0
Wisconsin,55059.0,56890.0
Delaware,10001.0,64665.0
Maryland,24029.0,3965.0
Michigan,26081.0,202691.0
Rhode Island,44003.0,64631.0
Texas,48263.0,225.0
Kentucky,21117.0,54338.0
Iowa,19107.0,2486.0
California,6029.0,311476.0
Texas,48265.0,10709.0
South Carolina,45055.0,28029.0
Alaska,2130.0,5131.0
Wisconsin,55061.0,6851.0
Michigan,26083.0,667.0
Nebraska,31103.0,136.0
North Dakota,38043.0,603.0
Nebraska,31105.0,834.0
Texas,48267.0,992.0
Texas,48269.0,60.0
Washington,53033.0,553261.0
Virginia,51099.0,6924.0
Virginia,51101.0,4741.0
Virginia,51097.0,1477.0
Oklahoma,40073.0,4863.0
Kansas,20095.0,2345.0
California,6031.0,67516.0
South Dakota,46077.0,1576.0
Texas,48271.0,774.0
Colorado,8061.0,392.0
Kansas,20097.0,776.0
Oklahoma,40075.0,2416.0
Colorado,8063.0,1880.0
Washington,53035.0,53184.0
Washington,53037.0,10456.0
Minnesota,27069.0,1258.0
Oregon,41035.0,18024.0
Texas,48273.0,9579.0
Washington,53039.0,4347.0
Kentucky,21119.0,6099.0
Illinois,17095.0,16307.0
Indiana,18083.0,14273.0
Kentucky,21121.0,15043.0
Maine,23013.0,8208.0
Missouri,29103.0,1196.0
Nebraska,31107.0,1992.0
Ohio,39083.0,16582.0
Tennessee,47093.0,160281.0
Texas,48275.0,626.0
Alaska,2150.0,5887.0
Minnesota,27071.0,3729.0
Idaho,16055.0,47377.0
Indiana,18085.0,23003.0
Iowa,19109.0,4384.0
Alaska,2158.0,4965.0
Wisconsin,55063.0,43834.0
Arizona,4012.0,6100.0
Colorado,8067.0,15916.0
Texas,48283.0,2531.0
Indiana,18087.0,6550.0
North Dakota,38045.0,1173.0
Indiana,18091.0,31844.0
Illinois,17099.0,37307.0
Louisiana,22059.0,5106.0
Kansas,20099.0,8001.0
Minnesota,27073.0,2207.0
Pennsylvania,42069.0,59381.0
Missouri,29105.0,9631.0
Arkansas,5073.0,1510.0
Florida,12067.0,3158.0
Louisiana,22055.0,79565.0
Mississippi,28071.0,18964.0
Missouri,29107.0,9273.0
Wisconsin,55065.0,4463.0
Louisiana,22057.0,35323.0
Puerto Rico,72079.0,7179.0
California,6033.0,14969.0
Colorado,8065.0,2206.0
Florida,12069.0,108896.0
Illinois,17097.0,211308.0
Indiana,18089.0,134679.0
Michigan,26085.0,2481.0
Minnesota,27075.0,2658.0
Montana,30047.0,8382.0
Ohio,39085.0,62249.0
Oregon,41037.0,1656.0
South Dakota,46079.0,2651.0
Tennessee,47095.0,3196.0
Minnesota,27077.0,929.0
Alabama,1075.0,4749.0
Georgia,13171.0,5862.0
Mississippi,28073.0,22135.0
Texas,48277.0,15254.0
Texas,48279.0,4707.0
Vermont,50015.0,4374.0
Texas,48281.0,5925.0
Nebraska,31109.0,95194.0
Pennsylvania,42071.0,151403.0
South Carolina,45057.0,31622.0
Virginia,51103.0,2346.0
Nevada,32015.0,1353.0
Kansas,20101.0,370.0
Oregon,41039.0,80163.0
Wisconsin,55067.0,6790.0
Georgia,13173.0,2704.0
Michigan,26087.0,24939.0
